CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2019 fevereiro,Medidor faturado pela UFSC,2019.0,fevereiro,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,0.0,1265.0,987.0,-278.0,28.0,Lido,0.0,259.16,0.0,-24.48,0.0,0.0,234.68,234.68000000000004,0.0
H002 2019 fevereiro,Medidor faturado pela UFSC,2019.0,fevereiro,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,1.0,5834.0,5367.0,-467.0,52.0,Lido,0.0,475.18,0.0,-44.91,0.0,0.0,430.27,430.27,0.0
H003 2019 fevereiro,Medidor faturado pela UFSC,2019.0,fevereiro,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,0.0,17800.0,14849.0,-2951.0,321.0,Lido,0.0,3419.64,0.0,-323.16,0.0,0.0,3096.48,3096.48,0.0
H004 2019 fevereiro,Medidor faturado pela UFSC,2019.0,fevereiro,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,0.0,2706.0,1503.0,-1203.0,48.0,Informado,0.0,474.89,0.0,-44.88,0.0,0.0,430.01,430.01,0.0
H005 2019 fevereiro,Medidor faturado pela UFSC,2019.0,fevereiro,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,0.0,19716.0,18853.0,-863.0,64.0,Informado,0.0,647.48,0.0,-61.18,0.0,0.0,586.3,586.3000000000001,0.0
H006 2019 fevereiro,Medidor faturado pela UFSC,2019.0,fevereiro,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,0.0,7.0,2867.0,2860.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,58.86,0.0
H007 2019 fevereiro,Medidor faturado pela UFSC,2019.0,fevereiro,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,0.0,953.0,4214.0,3261.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,58.86,0.0
H008 2019 fevereiro,Medidor faturado pela UFSC,2019.0,fevereiro,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,0.0,29687.0,21704.0,-7983.0,797.0,Lido,0.0,8554.06,0.0,-808.35,0.0,0.0,7745.71,7745.709999999999,0.0
H009 2019 fevereiro,Medidor faturado pela UFSC,2019.0,fevereiro,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,0.0,36.0,2563.0,2527.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,58.86,0.0
H010 2019 fevereiro,Medidor faturado pela UFSC,2019.0,fevereiro,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,0.0,1542.0,1170.0,-372.0,46.0,Lido,0.0,453.32,0.0,-42.84,0.0,0.0,410.48,410.48,0.0
H011 2019 fevereiro,Medidor faturado pela UFSC,2019.0,fevereiro,8149615.0,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1.0,0.0,0.0,0.0,0.0,35520.0,31024.0,-4496.0,162.0,Lido,0.0,1704.57,0.0,-161.09,0.0,0.0,1543.48,1543.48,0.0
H014 2019 fevereiro,Medidor faturado pela UFSC,2019.0,fevereiro,2296969.0,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51.0,0.0,6.0,1.0,6.0,619833.0,519873.0,-99960.0,13030.0,0,0.0,140978.95,140978.95,-26788.699999999997,17789.64,0.0,272958.84,272958.84,0.0
